3.100000000000000000e+03,2.853000000000000000e+03,2.036000000000000000e+03,1.933000000000000000e+03,2.508000000000000000e+03,4.653000000000000000e+03
5.573000000000000000e+03,4.413000000000000000e+03,3.204000000000000000e+03,2.588000000000000000e+03,1.789000000000000000e+03,1.620000000000000000e+03
5.013000000000000000e+03,4.348000000000000000e+03,3.228000000000000000e+03,2.212000000000000000e+03,1.884000000000000000e+03,1.604000000000000000e+03
4.269000000000000000e+03,4.405000000000000000e+03,3.116000000000000000e+03,2.477000000000000000e+03,1.813000000000000000e+03,1.876000000000000000e+03
4.668000000000000000e+03,4.589000000000000000e+03,4.245000000000000000e+03,4.188000000000000000e+03,2.533000000000000000e+03,2.884000000000000000e+03
3.964000000000000000e+03,3.492000000000000000e+03,3.268000000000000000e+03,2.876000000000000000e+03,1.844000000000000000e+03,2.317000000000000000e+03
5.949000000000000000e+03,4.636000000000000000e+03,3.901000000000000000e+03,3.060000000000000000e+03,1.868000000000000000e+03,1.901000000000000000e+03
1.244400000000000000e+04,1.153300000000000000e+04,1.148400000000000000e+04,9.492000000000000000e+03,6.860000000000000000e+03,4.357000000000000000e+03
8.901000000000000000e+03,7.685000000000000000e+03,6.293000000000000000e+03,4.933000000000000000e+03,3.468000000000000000e+03,2.172000000000000000e+03
8.373000000000000000e+03,8.885000000000000000e+03,5.533000000000000000e+03,4.413000000000000000e+03,3.293000000000000000e+03,1.853000000000000000e+03
5.213000000000000000e+03,4.828000000000000000e+03,4.332000000000000000e+03,4.381000000000000000e+03,3.341000000000000000e+03,3.117000000000000000e+03
4.140000000000000000e+03,3.676000000000000000e+03,2.996000000000000000e+03,2.165000000000000000e+03,1.772000000000000000e+03,1.716000000000000000e+03
3.845000000000000000e+03,3.165000000000000000e+03,2.084000000000000000e+03,1.796000000000000000e+03,1.340000000000000000e+03,1.501000000000000000e+03
2.356000000000000000e+03,2.404000000000000000e+03,1.580000000000000000e+03,1.420000000000000000e+03,1.564000000000000000e+03,2.452000000000000000e+03
2.812000000000000000e+03,2.581000000000000000e+03,1.693000000000000000e+03,1.541000000000000000e+03,1.748000000000000000e+03,2.613000000000000000e+03
3.580000000000000000e+03,3.924000000000000000e+03,3.045000000000000000e+03,2.197000000000000000e+03,2.276000000000000000e+03,3.237000000000000000e+03
3.452000000000000000e+03,4.364000000000000000e+03,3.725000000000000000e+03,2.924000000000000000e+03,3.413000000000000000e+03,3.756000000000000000e+03
5.597000000000000000e+03,6.469000000000000000e+03,6.717000000000000000e+03,5.533000000000000000e+03,6.237000000000000000e+03,6.221000000000000000e+03
8.245000000000000000e+03,1.118100000000000000e+04,1.145200000000000000e+04,9.988000000000000000e+03,9.596000000000000000e+03,9.541000000000000000e+03
1.617300000000000000e+04,1.844500000000000000e+04,1.889200000000000000e+04,1.784500000000000000e+04,1.677200000000000000e+04,1.478900000000000000e+04
1.658000000000000000e+04,1.843700000000000000e+04,1.922100000000000000e+04,1.869200000000000000e+04,1.742800000000000000e+04,1.642100000000000000e+04
1.806000000000000000e+04,1.926900000000000000e+04,1.991700000000000000e+04,1.969300000000000000e+04,1.880400000000000000e+04,1.712400000000000000e+04
1.591700000000000000e+04,1.838100000000000000e+04,1.935700000000000000e+04,1.885200000000000000e+04,1.747600000000000000e+04,1.679700000000000000e+04
1.539700000000000000e+04,1.748400000000000000e+04,1.868500000000000000e+04,1.812400000000000000e+04,1.627700000000000000e+04,1.531700000000000000e+04
1.070000000000000000e+04,1.257200000000000000e+04,1.514000000000000000e+04,1.530900000000000000e+04,1.271700000000000000e+04,1.223700000000000000e+04
4.005000000000000000e+03,4.733000000000000000e+03,5.397000000000000000e+03,6.612000000000000000e+03,5.708000000000000000e+03,6.356000000000000000e+03
2.997000000000000000e+03,3.893000000000000000e+03,4.404000000000000000e+03,4.628000000000000000e+03,4.308000000000000000e+03,5.221000000000000000e+03
1.940000000000000000e+03,1.548000000000000000e+03,1.581000000000000000e+03,1.629000000000000000e+03,1.764000000000000000e+03,3.052000000000000000e+03
3.500000000000000000e+03,3.453000000000000000e+03,2.036000000000000000e+03,1.660000000000000000e+03,2.028000000000000000e+03,2.492000000000000000e+03
4.557000000000000000e+03,5.676000000000000000e+03,4.677000000000000000e+03,3.884000000000000000e+03,4.236000000000000000e+03,4.805000000000000000e+03
1.085300000000000000e+04,1.286900000000000000e+04,1.198800000000000000e+04,9.980000000000000000e+03,9.821000000000000000e+03,8.885000000000000000e+03
1.153200000000000000e+04,1.450800000000000000e+04,1.542900000000000000e+04,1.338800000000000000e+04,1.218900000000000000e+04,1.141200000000000000e+04
1.819600000000000000e+04,1.969200000000000000e+04,1.997200000000000000e+04,1.926800000000000000e+04,1.850100000000000000e+04,1.765200000000000000e+04
1.693200000000000000e+04,1.936500000000000000e+04,1.961200000000000000e+04,1.937200000000000000e+04,1.840400000000000000e+04,1.783600000000000000e+04
1.235600000000000000e+04,1.634800000000000000e+04,1.786000000000000000e+04,1.745300000000000000e+04,1.666800000000000000e+04,1.518100000000000000e+04
1.835700000000000000e+04,1.954000000000000000e+04,2.006000000000000000e+04,1.978100000000000000e+04,1.857200000000000000e+04,1.771700000000000000e+04
1.201300000000000000e+04,1.503700000000000000e+04,1.683600000000000000e+04,1.670100000000000000e+04,1.553300000000000000e+04,1.537300000000000000e+04
3.956000000000000000e+03,5.484000000000000000e+03,7.404000000000000000e+03,7.268000000000000000e+03,6.852000000000000000e+03,7.788000000000000000e+03
6.212000000000000000e+03,7.508000000000000000e+03,9.268000000000000000e+03,9.980000000000000000e+03,8.157000000000000000e+03,9.005000000000000000e+03
1.756000000000000000e+03,1.557000000000000000e+03,1.340000000000000000e+03,1.605000000000000000e+03,1.852000000000000000e+03,3.061000000000000000e+03
3.885000000000000000e+03,4.445000000000000000e+03,2.829000000000000000e+03,2.188000000000000000e+03,2.268000000000000000e+03,2.700000000000000000e+03
2.916000000000000000e+03,3.453000000000000000e+03,2.796000000000000000e+03,2.429000000000000000e+03,3.420000000000000000e+03,4.532000000000000000e+03
6.284000000000000000e+03,7.492000000000000000e+03,7.133000000000000000e+03,6.053000000000000000e+03,6.268000000000000000e+03,6.716000000000000000e+03
5.092000000000000000e+03,6.557000000000000000e+03,6.797000000000000000e+03,5.277000000000000000e+03,6.205000000000000000e+03,6.604000000000000000e+03
3.964000000000000000e+03,4.813000000000000000e+03,4.485000000000000000e+03,3.396000000000000000e+03,3.148000000000000000e+03,3.428000000000000000e+03
7.357000000000000000e+03,9.557000000000000000e+03,9.453000000000000000e+03,7.796000000000000000e+03,7.525000000000000000e+03,7.076000000000000000e+03
7.772000000000000000e+03,9.421000000000000000e+03,9.988000000000000000e+03,7.309000000000000000e+03,7.573000000000000000e+03,6.357000000000000000e+03
1.181300000000000000e+04,1.530100000000000000e+04,1.522000000000000000e+04,1.367700000000000000e+04,1.209300000000000000e+04,1.090000000000000000e+04
1.178900000000000000e+04,1.549200000000000000e+04,1.622800000000000000e+04,1.488400000000000000e+04,1.314900000000000000e+04,1.129200000000000000e+04
1.360400000000000000e+04,1.708400000000000000e+04,1.740400000000000000e+04,1.626100000000000000e+04,1.488400000000000000e+04,1.314000000000000000e+04
1.536500000000000000e+04,1.790100000000000000e+04,1.876400000000000000e+04,1.806800000000000000e+04,1.638000000000000000e+04,1.470900000000000000e+04
1.383600000000000000e+04,1.701200000000000000e+04,1.835700000000000000e+04,1.751600000000000000e+04,1.548500000000000000e+04,1.377300000000000000e+04
